age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;y
26;student;unmarried;high.school;no;no;no;telephone;may;wed;29;no
48;admin.;married;university.degree;no;no;no;cellular;nov;fri;61;no
29;admin.;unmarried;university.degree;no;yes;no;cellular;aug;fri;301;no
44;services;married;high.school;no;no;yes;cellular;may;thu;786;yes
31;services;unmarried;professional.course;no;no;no;telephone;jun;thu;56;no
31;services;married;basic.6y;no;no;no;cellular;nov;thu;843;no
28;technician;unmarried;professional.course;no;yes;no;telephone;may;wed;185;no
31;admin.;married;university.degree;no;yes;no;cellular;may;tue;1078;yes
37;blue-collar;married;basic.6y;no;no;no;cellular;may;tue;75;no
30;self-employed;unmarried;university.degree;no;yes;no;cellular;apr;thu;214;yes
29;admin.;unmarried;university.degree;no;yes;no;cellular;jun;wed;170;yes
37;blue-collar;married;basic.6y;no;no;no;cellular;may;tue;84;no
34;technician;married;professional.course;no;yes;no;cellular;nov;tue;336;yes
32;management;unmarried;university.degree;no;no;no;cellular;aug;thu;149;yes
37;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;191;no
27;blue-collar;unmarried;basic.6y;no;yes;yes;telephone;jun;fri;187;no
42;admin.;unmarried;university.degree;no;yes;no;telephone;may;tue;72;no
25;services;unmarried;high.school;no;yes;no;cellular;oct;thu;287;no
23;student;unmarried;high.school;no;no;no;telephone;jun;tue;108;no
30;blue-collar;married;basic.6y;no;no;no;cellular;jul;mon;173;no
29;unemployed;unmarried;university.degree;no;yes;no;cellular;aug;tue;33;no
34;blue-collar;unmarried;professional.course;no;no;yes;cellular;jul;mon;123;no
41;self-employed;married;basic.9y;no;yes;no;telephone;jun;mon;178;no
59;retired;married;basic.4y;no;yes;no;cellular;apr;thu;381;yes
39;services;married;high.school;no;no;no;telephone;may;fri;110;no
33;technician;unmarried;university.degree;no;no;no;cellular;aug;thu;68;no
48;admin.;unmarried;university.degree;no;no;no;cellular;jul;tue;196;no
42;self-employed;married;university.degree;no;no;no;cellular;aug;fri;1206;yes
44;management;married;basic.6y;no;yes;yes;cellular;mar;thu;218;no
49;entrepreneur;married;high.school;no;no;no;cellular;may;tue;123;no
29;admin.;unmarried;professional.course;no;no;no;cellular;apr;thu;427;yes
37;self-employed;unmarried;university.degree;no;no;yes;cellular;may;fri;101;no
33;blue-collar;married;basic.6y;no;no;no;cellular;may;thu;467;yes
38;admin.;married;university.degree;no;no;no;telephone;may;mon;543;no
28;student;unmarried;basic.9y;no;yes;no;cellular;mar;tue;156;yes
24;admin.;unmarried;university.degree;no;yes;yes;telephone;oct;thu;97;yes
44;technician;unmarried;professional.course;no;yes;yes;telephone;may;tue;139;no
36;services;unmarried;basic.9y;no;yes;no;cellular;may;fri;501;yes
46;admin.;unmarried;university.degree;no;yes;yes;cellular;jul;tue;146;no
26;admin.;unmarried;university.degree;no;no;no;cellular;jul;wed;203;no
50;technician;married;university.degree;no;no;no;cellular;jul;fri;95;no
27;self-employed;unmarried;professional.course;no;no;no;cellular;jul;mon;553;no
28;self-employed;unmarried;university.degree;no;yes;no;telephone;may;thu;409;no
29;admin.;unmarried;university.degree;no;yes;no;cellular;aug;wed;195;no
29;self-employed;unmarried;university.degree;no;yes;no;cellular;nov;fri;328;no
37;technician;unmarried;university.degree;no;no;no;cellular;aug;tue;59;no
56;retired;married;basic.4y;no;yes;no;telephone;jun;thu;125;no
31;admin.;married;high.school;no;yes;no;cellular;may;tue;387;no
44;admin.;unmarried;basic.9y;no;no;no;cellular;jul;mon;83;no
35;management;married;professional.course;no;yes;no;cellular;nov;mon;142;no
46;services;married;high.school;no;no;no;cellular;apr;mon;53;no
71;management;married;university.degree;no;yes;no;cellular;oct;thu;127;yes
39;blue-collar;married;professional.course;no;no;no;cellular;jul;mon;280;no
55;services;married;basic.9y;no;yes;no;cellular;dec;wed;314;yes
32;admin.;married;university.degree;no;no;no;telephone;jun;thu;47;no
54;blue-collar;married;basic.9y;no;no;no;cellular;may;thu;532;yes
32;blue-collar;unmarried;high.school;no;no;yes;cellular;may;wed;204;no
45;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;672;yes
38;blue-collar;married;basic.9y;no;yes;no;telephone;may;fri;100;no
37;admin.;married;high.school;no;yes;no;telephone;nov;mon;459;no
48;admin.;married;university.degree;no;yes;no;cellular;jun;wed;447;yes
37;management;unmarried;university.degree;no;yes;no;cellular;aug;wed;243;no
39;technician;married;professional.course;no;yes;yes;cellular;aug;wed;657;yes
32;technician;unmarried;professional.course;no;no;yes;cellular;aug;fri;82;no
36;management;married;basic.4y;no;no;no;cellular;oct;mon;143;no
30;management;unmarried;university.degree;no;yes;yes;cellular;may;tue;228;no
31;self-employed;unmarried;university.degree;no;no;no;cellular;dec;wed;854;yes
29;blue-collar;married;basic.9y;no;no;yes;cellular;may;wed;837;yes
46;management;married;university.degree;no;no;no;cellular;may;mon;143;no
55;admin.;married;high.school;no;no;no;cellular;jul;mon;168;no
60;blue-collar;married;professional.course;no;yes;no;cellular;apr;wed;545;yes
28;blue-collar;unmarried;basic.9y;no;yes;no;cellular;jul;fri;267;no
23;student;unmarried;university.degree;no;yes;no;cellular;sep;fri;349;no
37;blue-collar;married;basic.6y;no;no;no;cellular;may;tue;1085;yes
33;blue-collar;married;basic.9y;no;no;no;telephone;jun;tue;164;no
36;self-employed;married;university.degree;no;yes;no;cellular;may;mon;414;yes
29;entrepreneur;married;professional.course;no;yes;no;telephone;jun;mon;930;no
37;self-employed;married;university.degree;no;no;no;cellular;may;fri;395;no
37;admin.;unmarried;high.school;no;yes;no;cellular;jul;tue;234;no
25;management;unmarried;basic.4y;no;no;no;telephone;may;tue;19;no
34;technician;unmarried;university.degree;no;no;no;cellular;may;tue;61;no
55;technician;unmarried;professional.course;no;yes;no;cellular;nov;mon;286;no
40;blue-collar;unmarried;basic.9y;no;yes;yes;cellular;may;wed;8;no
36;admin.;married;high.school;no;yes;no;cellular;mar;thu;220;yes
42;technician;unmarried;professional.course;no;no;no;cellular;may;wed;341;no
41;entrepreneur;married;university.degree;no;yes;no;cellular;aug;thu;324;yes
29;admin.;unmarried;university.degree;no;no;no;cellular;aug;thu;134;no
38;admin.;unmarried;basic.9y;no;no;no;cellular;may;thu;275;yes
44;blue-collar;married;basic.6y;no;no;no;cellular;may;fri;611;yes
29;student;unmarried;university.degree;no;yes;no;cellular;jul;thu;489;no
41;services;unmarried;high.school;no;yes;no;telephone;jul;tue;108;no
39;admin.;married;high.school;no;no;no;cellular;may;mon;1063;yes
26;blue-collar;unmarried;professional.course;no;yes;no;cellular;jul;wed;505;no
51;admin.;unmarried;basic.6y;no;no;no;telephone;may;tue;470;yes
36;blue-collar;married;basic.9y;no;no;no;telephone;jun;wed;423;no
33;admin.;unmarried;university.degree;no;no;no;cellular;nov;thu;291;no
57;retired;unmarried;high.school;no;no;no;telephone;jun;fri;74;no
32;technician;unmarried;professional.course;no;yes;no;cellular;may;fri;152;no
39;housemaid;married;basic.4y;no;no;no;cellular;aug;thu;183;no
29;technician;unmarried;professional.course;no;yes;yes;cellular;mar;thu;467;yes
31;unemployed;married;university.degree;no;yes;no;cellular;aug;wed;763;yes
58;management;married;university.degree;no;yes;no;cellular;may;fri;109;no
27;services;married;high.school;no;no;yes;cellular;may;tue;416;no
32;student;unmarried;university.degree;no;no;no;telephone;may;thu;107;no
28;blue-collar;unmarried;basic.6y;no;yes;yes;cellular;may;fri;63;no
40;services;married;high.school;no;yes;no;cellular;apr;fri;151;no
29;admin.;unmarried;university.degree;no;yes;no;telephone;jun;mon;359;no
34;admin.;unmarried;high.school;no;yes;no;cellular;jul;fri;108;no
26;admin.;unmarried;high.school;no;yes;no;cellular;nov;mon;262;yes
29;admin.;unmarried;high.school;no;yes;no;cellular;nov;thu;23;no
35;technician;married;professional.course;no;no;no;cellular;aug;mon;594;yes
37;self-employed;unmarried;basic.4y;no;no;yes;cellular;may;mon;297;no
40;blue-collar;unmarried;basic.9y;no;no;no;cellular;apr;wed;274;no
48;technician;married;professional.course;no;yes;yes;cellular;nov;fri;695;no
25;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;fri;655;yes
31;admin.;unmarried;university.degree;no;yes;no;cellular;jul;tue;82;no
51;admin.;married;basic.6y;no;no;yes;cellular;may;mon;228;no
53;blue-collar;unmarried;basic.9y;no;no;no;telephone;jul;wed;413;yes
37;services;unmarried;high.school;no;yes;no;cellular;may;thu;30;no
39;services;married;high.school;no;no;no;telephone;may;thu;359;no
28;admin.;unmarried;university.degree;no;yes;no;cellular;mar;thu;257;yes
71;housemaid;married;basic.4y;no;yes;no;cellular;nov;tue;193;yes
58;services;married;basic.4y;no;yes;no;telephone;jun;wed;279;no
74;retired;married;basic.9y;no;yes;no;cellular;oct;thu;134;yes
40;admin.;married;basic.9y;no;yes;yes;cellular;may;thu;639;no
32;services;unmarried;basic.6y;no;no;no;telephone;may;fri;361;no
33;technician;married;professional.course;no;yes;no;telephone;jul;mon;9;no
25;admin.;unmarried;high.school;no;yes;no;cellular;apr;wed;416;yes
57;retired;married;university.degree;no;no;no;cellular;aug;mon;497;no
37;technician;unmarried;university.degree;no;no;no;telephone;may;thu;500;no
53;technician;married;professional.course;no;yes;no;cellular;aug;thu;190;no
28;services;married;high.school;no;yes;no;telephone;may;tue;485;no
29;services;unmarried;high.school;no;yes;no;cellular;may;thu;332;no
30;blue-collar;unmarried;basic.9y;no;yes;no;telephone;may;fri;128;no
36;admin.;unmarried;university.degree;no;yes;no;cellular;jun;wed;883;no
63;retired;married;high.school;no;no;no;cellular;oct;wed;335;yes
52;admin.;married;professional.course;no;no;no;cellular;sep;wed;953;yes
54;blue-collar;married;basic.9y;no;no;no;cellular;jun;fri;258;yes
30;blue-collar;unmarried;high.school;no;yes;no;cellular;aug;thu;296;no
84;retired;married;high.school;no;no;no;cellular;dec;tue;351;yes
29;admin.;unmarried;university.degree;no;yes;no;telephone;aug;fri;59;no
47;admin.;married;high.school;no;no;yes;telephone;may;wed;139;no
36;admin.;married;high.school;no;yes;no;cellular;jul;thu;74;no
43;admin.;married;high.school;no;no;no;cellular;may;fri;880;yes
28;technician;unmarried;university.degree;no;yes;no;cellular;mar;mon;120;yes
30;admin.;unmarried;university.degree;no;no;no;cellular;aug;tue;312;no
36;blue-collar;married;high.school;no;no;yes;telephone;may;tue;100;no
41;technician;unmarried;university.degree;no;yes;no;cellular;jul;mon;553;yes
34;admin.;unmarried;university.degree;no;yes;no;cellular;mar;tue;568;yes
34;technician;unmarried;university.degree;no;yes;yes;cellular;aug;wed;455;yes
45;technician;married;basic.9y;no;no;yes;cellular;may;fri;1077;yes
39;blue-collar;married;professional.course;no;no;no;telephone;jun;wed;437;no
67;retired;married;basic.4y;no;yes;no;cellular;nov;thu;99;yes
60;admin.;married;university.degree;no;yes;no;cellular;jun;mon;324;yes
55;admin.;married;university.degree;no;yes;no;cellular;may;mon;8;no
34;technician;unmarried;professional.course;no;yes;no;cellular;may;fri;8;no
29;management;unmarried;university.degree;no;yes;no;cellular;may;tue;112;no
21;student;unmarried;high.school;no;no;no;cellular;may;thu;24;no
23;blue-collar;unmarried;high.school;no;yes;no;cellular;jul;wed;830;yes
43;blue-collar;unmarried;basic.9y;no;no;no;cellular;jul;thu;386;no
29;admin.;unmarried;university.degree;no;yes;no;cellular;aug;thu;173;no
81;retired;married;professional.course;no;yes;no;cellular;apr;thu;99;no
30;unemployed;married;high.school;no;yes;yes;cellular;nov;tue;924;yes
35;technician;married;high.school;no;no;no;cellular;aug;thu;787;no
58;blue-collar;married;basic.4y;no;no;no;telephone;jun;mon;469;no
28;student;unmarried;university.degree;no;no;yes;cellular;may;thu;647;yes
33;services;unmarried;high.school;no;yes;no;cellular;jul;thu;127;no
39;blue-collar;married;basic.9y;no;no;no;telephone;may;fri;102;no
33;admin.;married;university.degree;no;yes;no;telephone;jun;mon;20;no
39;unemployed;married;university.degree;no;yes;no;telephone;may;mon;501;no
60;admin.;married;university.degree;no;yes;no;cellular;may;mon;1602;yes
41;admin.;married;university.degree;no;yes;no;cellular;nov;fri;252;yes
61;retired;married;high.school;no;no;no;telephone;oct;tue;515;no
29;technician;unmarried;high.school;no;no;no;cellular;aug;thu;225;no
35;self-employed;unmarried;university.degree;no;no;no;cellular;may;fri;1243;no
31;management;unmarried;university.degree;no;no;no;cellular;nov;wed;187;no
50;admin.;married;university.degree;no;no;no;telephone;jul;mon;1076;yes
43;admin.;unmarried;university.degree;no;yes;no;cellular;nov;fri;163;no
30;technician;unmarried;university.degree;no;no;no;cellular;may;mon;195;no
48;blue-collar;married;professional.course;no;no;no;telephone;jul;thu;268;yes
39;blue-collar;married;basic.4y;no;no;no;cellular;may;thu;166;no
34;entrepreneur;married;basic.4y;no;no;no;telephone;jun;thu;26;no
37;services;unmarried;professional.course;no;no;no;cellular;may;fri;462;no
37;admin.;unmarried;high.school;no;no;no;telephone;oct;thu;301;yes
47;unemployed;married;professional.course;no;yes;no;cellular;nov;wed;248;no
30;self-employed;married;university.degree;no;yes;no;telephone;jul;thu;311;no
34;admin.;unmarried;university.degree;no;yes;no;cellular;aug;wed;100;no
31;blue-collar;unmarried;basic.9y;no;no;yes;cellular;jul;wed;85;no
27;admin.;unmarried;university.degree;no;yes;no;cellular;aug;wed;398;yes
33;technician;unmarried;basic.9y;no;no;no;cellular;jul;thu;89;no
30;technician;unmarried;university.degree;no;yes;yes;cellular;aug;thu;73;no
70;retired;married;university.degree;no;yes;no;cellular;aug;mon;73;no
30;admin.;unmarried;high.school;no;no;no;telephone;jul;mon;177;no
34;technician;unmarried;professional.course;no;yes;no;cellular;jul;wed;100;no
31;technician;unmarried;professional.course;no;no;no;telephone;jul;wed;296;no
41;admin.;married;high.school;no;no;no;cellular;jul;mon;339;no
36;technician;unmarried;professional.course;no;yes;no;cellular;aug;thu;474;yes
29;services;unmarried;university.degree;no;no;no;cellular;aug;mon;265;yes
28;services;unmarried;basic.9y;no;yes;no;cellular;jul;thu;277;no
37;technician;unmarried;university.degree;no;yes;no;cellular;aug;tue;481;yes
37;admin.;married;high.school;no;yes;no;telephone;may;mon;166;no
33;technician;unmarried;university.degree;no;no;yes;telephone;may;mon;471;no
35;self-employed;married;basic.9y;no;no;no;telephone;aug;fri;16;no
35;technician;married;professional.course;no;no;no;cellular;aug;tue;441;yes
31;admin.;unmarried;university.degree;no;no;no;cellular;aug;thu;47;no
33;admin.;unmarried;university.degree;no;yes;no;cellular;jul;wed;494;no
24;blue-collar;unmarried;basic.9y;no;no;no;cellular;jul;thu;538;no
57;retired;unmarried;professional.course;no;no;yes;telephone;jun;tue;78;no
39;technician;married;basic.6y;no;no;yes;telephone;may;mon;155;no
38;blue-collar;married;basic.9y;no;yes;no;telephone;may;fri;227;no
28;admin.;married;high.school;no;no;no;telephone;may;tue;142;no
35;blue-collar;married;basic.9y;no;no;no;telephone;jun;tue;33;no
53;admin.;married;high.school;no;no;no;cellular;jul;mon;180;no
30;technician;married;high.school;no;yes;no;telephone;may;thu;212;no
26;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;wed;200;no
36;admin.;married;university.degree;no;no;no;telephone;jul;mon;267;no
31;admin.;unmarried;university.degree;no;yes;no;cellular;may;mon;244;no
39;admin.;married;high.school;no;no;no;cellular;sep;mon;85;no
31;blue-collar;unmarried;high.school;no;no;no;telephone;may;tue;1882;yes
41;technician;married;professional.course;no;no;no;cellular;jun;tue;160;yes
48;admin.;married;professional.course;no;yes;no;cellular;apr;mon;333;yes
48;admin.;married;high.school;no;no;no;telephone;oct;mon;312;yes
23;admin.;unmarried;high.school;no;yes;no;cellular;may;thu;337;no
36;services;married;high.school;no;no;no;telephone;may;thu;295;no
41;services;married;high.school;no;no;no;cellular;mar;wed;396;yes
47;admin.;unmarried;university.degree;no;no;no;cellular;oct;mon;767;yes
55;blue-collar;married;basic.4y;no;no;no;cellular;aug;thu;94;no
37;unemployed;unmarried;university.degree;no;yes;no;cellular;nov;fri;230;no
44;technician;married;university.degree;no;yes;no;cellular;may;fri;662;yes
29;self-employed;married;university.degree;no;yes;yes;cellular;nov;fri;729;yes
29;technician;unmarried;university.degree;no;no;no;telephone;aug;fri;36;no
34;management;married;university.degree;no;yes;no;cellular;apr;fri;416;no
36;services;unmarried;professional.course;no;yes;no;cellular;may;wed;112;no
29;technician;unmarried;university.degree;no;no;no;telephone;may;wed;171;no
23;admin.;unmarried;high.school;no;yes;no;cellular;may;thu;638;no
34;technician;unmarried;professional.course;no;yes;no;cellular;may;wed;404;no
29;admin.;married;high.school;no;no;no;cellular;may;thu;329;no
41;services;unmarried;basic.9y;no;no;no;cellular;nov;thu;146;no
29;admin.;married;high.school;no;yes;no;cellular;may;thu;798;yes
40;management;married;basic.6y;no;yes;no;cellular;apr;thu;77;no
36;admin.;married;university.degree;no;no;no;cellular;may;mon;91;no
30;housemaid;married;university.degree;no;yes;no;cellular;aug;thu;111;no
23;blue-collar;unmarried;high.school;no;no;no;cellular;jul;wed;251;no
48;technician;married;professional.course;no;yes;yes;cellular;oct;mon;450;yes
33;technician;unmarried;high.school;no;yes;no;cellular;aug;mon;566;no
36;services;unmarried;basic.9y;no;yes;yes;telephone;may;tue;117;no
31;admin.;unmarried;university.degree;no;no;no;telephone;may;wed;90;no
33;blue-collar;unmarried;basic.4y;no;no;no;cellular;may;tue;209;no
29;services;unmarried;high.school;no;yes;no;telephone;jun;thu;1018;yes
28;admin.;unmarried;high.school;no;yes;no;cellular;jun;tue;359;yes
29;technician;unmarried;university.degree;no;yes;yes;cellular;jul;wed;1089;no
38;technician;married;university.degree;no;yes;no;cellular;aug;mon;1374;yes
33;admin.;unmarried;professional.course;no;no;no;telephone;jun;thu;104;no
23;student;unmarried;professional.course;no;yes;no;cellular;sep;wed;316;yes
58;admin.;unmarried;university.degree;no;yes;no;cellular;may;tue;851;yes
49;admin.;married;high.school;no;yes;no;cellular;aug;wed;668;yes
29;blue-collar;unmarried;basic.6y;no;no;no;telephone;nov;fri;69;no
37;services;unmarried;high.school;no;no;yes;cellular;jul;tue;96;no
31;management;unmarried;university.degree;no;yes;no;cellular;nov;tue;466;no
41;blue-collar;married;basic.4y;no;no;no;telephone;jun;tue;148;no
25;admin.;unmarried;university.degree;no;no;no;cellular;may;wed;114;no
28;services;unmarried;high.school;no;yes;no;cellular;jul;wed;51;no
38;technician;married;professional.course;no;yes;no;cellular;mar;fri;363;yes
29;admin.;unmarried;high.school;no;yes;no;cellular;jul;wed;126;no
29;admin.;unmarried;university.degree;no;no;no;telephone;jul;fri;277;no
32;management;unmarried;university.degree;no;yes;yes;cellular;nov;fri;164;no
34;technician;unmarried;university.degree;no;yes;no;cellular;mar;mon;171;no
27;admin.;unmarried;university.degree;no;yes;no;cellular;may;fri;680;no
80;retired;married;professional.course;no;yes;no;cellular;oct;thu;411;yes
36;admin.;married;high.school;no;yes;yes;telephone;jun;wed;208;no
34;technician;unmarried;professional.course;no;yes;yes;cellular;mar;fri;136;no
34;technician;married;university.degree;no;yes;yes;cellular;apr;thu;168;no
36;admin.;married;university.degree;no;yes;yes;cellular;oct;mon;78;yes
71;admin.;married;basic.4y;no;yes;yes;cellular;may;fri;466;yes
29;admin.;married;basic.9y;no;yes;no;telephone;nov;fri;453;yes
52;housemaid;married;basic.6y;no;yes;no;cellular;aug;tue;112;no
37;technician;married;professional.course;no;no;no;cellular;aug;tue;103;no
45;management;married;university.degree;no;no;no;cellular;may;thu;647;yes
53;blue-collar;married;basic.6y;no;no;no;cellular;jun;thu;592;yes
29;admin.;unmarried;university.degree;no;no;no;cellular;aug;fri;97;no
60;admin.;married;university.degree;no;no;no;telephone;jun;wed;1574;yes
42;blue-collar;married;basic.6y;no;yes;yes;cellular;mar;tue;185;yes
66;retired;unmarried;university.degree;no;yes;no;cellular;apr;tue;411;no
34;admin.;unmarried;university.degree;no;no;no;telephone;jun;thu;406;no
42;blue-collar;married;basic.4y;no;yes;no;telephone;may;thu;384;no
37;management;married;university.degree;no;no;no;telephone;jun;mon;1323;yes
21;student;unmarried;high.school;no;yes;no;cellular;oct;fri;149;yes
32;technician;married;professional.course;no;no;no;cellular;oct;wed;311;yes
53;admin.;married;basic.9y;no;no;no;telephone;may;fri;121;no
73;retired;married;university.degree;no;no;yes;cellular;nov;thu;749;yes
34;admin.;unmarried;university.degree;no;no;no;cellular;jun;mon;151;no
34;technician;married;professional.course;no;yes;yes;cellular;sep;wed;121;yes
28;management;unmarried;university.degree;no;yes;no;cellular;jun;thu;169;yes
30;admin.;unmarried;university.degree;no;yes;no;cellular;jul;thu;27;no
47;technician;unmarried;professional.course;no;yes;no;cellular;jul;mon;365;yes
33;admin.;unmarried;high.school;no;no;no;telephone;jun;wed;187;no
44;technician;unmarried;high.school;no;no;no;telephone;may;wed;189;no
49;services;unmarried;professional.course;no;yes;no;cellular;aug;tue;73;no
42;admin.;married;university.degree;no;no;no;cellular;nov;mon;226;no
45;management;married;university.degree;no;yes;no;cellular;jul;thu;138;yes
53;housemaid;married;basic.4y;no;no;yes;cellular;jun;tue;263;yes
32;technician;unmarried;university.degree;no;yes;no;cellular;aug;tue;125;no
33;technician;unmarried;professional.course;no;yes;no;cellular;may;wed;519;yes
30;entrepreneur;unmarried;university.degree;no;yes;no;cellular;nov;thu;531;yes
35;student;unmarried;university.degree;no;yes;no;cellular;oct;tue;79;yes
39;technician;married;professional.course;no;no;yes;cellular;jul;tue;90;no
37;services;married;high.school;no;yes;yes;cellular;nov;wed;584;no
25;admin.;married;university.degree;no;yes;no;telephone;jun;wed;149;no
39;technician;married;professional.course;no;yes;yes;cellular;may;mon;525;yes
40;admin.;married;university.degree;no;yes;no;cellular;jul;tue;243;yes
53;blue-collar;unmarried;basic.9y;no;yes;no;cellular;jul;wed;355;yes
48;admin.;married;high.school;no;no;no;cellular;oct;thu;113;no
63;retired;married;basic.4y;no;no;no;telephone;aug;thu;49;no
33;unemployed;unmarried;university.degree;no;yes;no;telephone;may;tue;127;no
26;admin.;unmarried;high.school;no;yes;no;telephone;may;mon;130;no
57;housemaid;married;university.degree;no;yes;no;cellular;jul;wed;113;no
36;admin.;unmarried;university.degree;no;yes;no;cellular;aug;fri;106;no
34;admin.;married;university.degree;no;no;no;telephone;jun;wed;84;no
29;technician;unmarried;professional.course;no;yes;no;cellular;may;mon;245;no
49;technician;married;university.degree;no;yes;no;cellular;may;thu;820;yes
55;housemaid;married;university.degree;no;no;no;cellular;jul;wed;988;yes
31;management;unmarried;university.degree;no;yes;no;cellular;may;wed;294;no
32;admin.;unmarried;university.degree;no;yes;no;telephone;jul;mon;109;no
38;blue-collar;unmarried;basic.4y;no;no;yes;cellular;may;thu;213;no
29;blue-collar;unmarried;professional.course;no;no;no;telephone;jun;fri;86;no
26;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;thu;40;no
51;blue-collar;married;professional.course;no;yes;no;cellular;dec;wed;241;yes
32;admin.;unmarried;university.degree;no;no;no;telephone;may;wed;180;no
42;housemaid;married;university.degree;no;yes;yes;cellular;aug;thu;2372;yes
29;technician;unmarried;university.degree;no;no;no;cellular;apr;mon;354;no
43;technician;married;professional.course;no;yes;no;cellular;may;mon;618;yes
29;admin.;unmarried;high.school;no;yes;no;cellular;aug;thu;788;yes
42;technician;married;professional.course;no;yes;no;cellular;aug;wed;543;yes
37;management;unmarried;high.school;no;no;no;telephone;may;wed;438;no
48;blue-collar;married;basic.9y;no;yes;no;cellular;apr;wed;1032;yes
38;technician;unmarried;university.degree;no;yes;no;telephone;jun;tue;267;no
46;unemployed;married;basic.9y;no;yes;no;cellular;jun;tue;236;yes
32;management;unmarried;university.degree;no;no;no;cellular;jul;wed;675;yes
50;blue-collar;married;basic.4y;no;yes;no;cellular;aug;tue;406;no
42;admin.;married;university.degree;no;yes;no;cellular;may;tue;251;no
43;blue-collar;married;basic.4y;no;no;yes;cellular;may;thu;722;yes
45;housemaid;married;basic.4y;no;yes;no;cellular;apr;mon;158;yes
33;technician;unmarried;university.degree;no;yes;no;cellular;sep;thu;463;yes
35;technician;married;professional.course;no;no;no;cellular;jul;thu;126;no
43;admin.;married;high.school;no;yes;no;telephone;may;fri;93;no
38;management;married;professional.course;no;yes;no;telephone;nov;thu;172;no
36;admin.;married;university.degree;no;yes;no;cellular;aug;thu;86;no
62;housemaid;married;professional.course;no;yes;no;cellular;dec;fri;141;yes
41;management;married;basic.6y;no;yes;no;telephone;may;wed;648;yes
38;technician;married;professional.course;no;no;no;cellular;mar;thu;106;yes
24;services;married;high.school;no;no;no;telephone;may;fri;122;no
43;admin.;married;high.school;no;no;no;telephone;jun;fri;1422;yes
26;admin.;unmarried;university.degree;no;yes;no;cellular;may;thu;320;no
30;services;unmarried;high.school;no;no;no;cellular;jul;thu;421;no
76;retired;married;basic.4y;no;yes;no;cellular;may;fri;1205;yes
53;admin.;married;university.degree;no;yes;no;cellular;aug;mon;267;yes
28;blue-collar;unmarried;high.school;no;no;no;telephone;jun;thu;1017;no
51;housemaid;married;basic.4y;no;no;no;cellular;oct;tue;130;no
34;entrepreneur;married;university.degree;no;yes;no;cellular;nov;thu;129;no
59;admin.;married;university.degree;no;no;no;telephone;may;mon;477;no
38;blue-collar;unmarried;high.school;no;yes;no;cellular;aug;mon;104;no
28;admin.;unmarried;high.school;no;yes;no;cellular;may;tue;106;no
28;admin.;married;high.school;no;no;no;telephone;may;tue;337;no
26;entrepreneur;married;university.degree;no;no;no;telephone;may;thu;73;no
31;services;married;basic.9y;no;yes;no;cellular;apr;mon;1030;yes
35;technician;married;university.degree;no;yes;no;cellular;apr;mon;185;no
32;admin.;unmarried;university.degree;no;no;no;telephone;may;fri;188;no
29;admin.;unmarried;university.degree;no;yes;no;cellular;nov;tue;224;no
36;admin.;married;high.school;no;no;no;telephone;jun;thu;177;no
20;student;unmarried;basic.9y;no;yes;no;cellular;mar;thu;267;no
42;blue-collar;married;basic.9y;no;yes;yes;telephone;jun;fri;102;no
30;admin.;unmarried;university.degree;no;no;no;cellular;apr;thu;368;yes
29;admin.;unmarried;university.degree;no;no;no;cellular;jul;tue;106;no
70;admin.;married;basic.4y;no;no;no;cellular;sep;tue;111;no
37;admin.;married;university.degree;no;yes;yes;cellular;aug;fri;239;no
32;technician;unmarried;professional.course;no;yes;no;cellular;may;mon;183;no
43;technician;unmarried;high.school;no;no;no;telephone;jun;mon;153;no
28;blue-collar;married;basic.4y;no;no;no;cellular;may;tue;590;yes
30;technician;unmarried;professional.course;no;no;yes;cellular;nov;tue;835;yes
48;blue-collar;married;basic.9y;no;no;no;cellular;apr;fri;50;no
31;services;married;basic.9y;no;no;no;cellular;jul;wed;679;yes
35;entrepreneur;married;high.school;no;no;no;cellular;jul;wed;1084;yes
27;blue-collar;unmarried;basic.9y;no;yes;yes;cellular;may;thu;224;yes
32;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;tue;340;no
25;technician;unmarried;high.school;no;no;no;cellular;jul;fri;96;no
46;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;124;no
31;management;unmarried;university.degree;no;yes;no;cellular;may;thu;165;no
35;technician;unmarried;university.degree;no;yes;no;cellular;aug;fri;65;no
31;technician;unmarried;university.degree;no;no;yes;cellular;apr;tue;333;yes
39;technician;married;basic.9y;no;yes;no;cellular;apr;thu;620;yes
28;admin.;unmarried;high.school;no;no;no;cellular;apr;thu;571;yes
49;management;married;university.degree;no;yes;no;cellular;apr;thu;387;yes
33;blue-collar;married;professional.course;no;yes;no;cellular;aug;tue;253;yes
31;admin.;unmarried;high.school;no;yes;no;cellular;nov;fri;63;no
41;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1240;yes
29;technician;married;professional.course;no;no;no;telephone;may;fri;886;yes
25;services;unmarried;high.school;no;yes;no;cellular;jul;fri;259;no
