age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;y
37;technician;unmarried;university.degree;no;yes;yes;cellular;aug;thu;73;no
35;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;178;no
55;technician;unmarried;professional.course;no;no;no;cellular;nov;mon;99;no
34;technician;married;professional.course;no;yes;no;cellular;aug;fri;50;no
54;admin.;married;high.school;no;no;no;cellular;oct;wed;252;yes
45;admin.;married;university.degree;no;yes;yes;cellular;apr;thu;317;yes
33;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;482;yes
52;management;unmarried;university.degree;no;yes;no;telephone;jun;mon;80;no
45;admin.;married;basic.6y;no;yes;no;telephone;may;thu;226;no
23;blue-collar;married;high.school;no;yes;no;cellular;may;fri;50;no
55;blue-collar;unmarried;basic.6y;no;yes;no;cellular;nov;thu;104;no
53;admin.;married;university.degree;no;yes;yes;cellular;jul;wed;205;no
37;technician;unmarried;professional.course;no;yes;no;cellular;apr;thu;62;no
40;management;married;university.degree;no;no;no;telephone;jun;fri;64;no
44;services;unmarried;basic.6y;no;yes;no;cellular;aug;wed;153;yes
57;admin.;married;university.degree;no;yes;no;telephone;jul;tue;7;no
28;technician;unmarried;professional.course;no;no;no;cellular;may;tue;240;no
42;management;unmarried;university.degree;no;yes;no;cellular;oct;mon;138;yes
38;technician;married;university.degree;no;no;no;telephone;aug;mon;280;no
29;student;unmarried;professional.course;no;no;no;cellular;nov;thu;227;yes
29;admin.;unmarried;university.degree;no;no;no;telephone;may;tue;169;no
44;admin.;unmarried;university.degree;no;yes;no;telephone;jun;thu;541;yes
43;admin.;unmarried;high.school;no;yes;no;cellular;jul;fri;110;no
36;housemaid;married;basic.4y;no;no;no;cellular;nov;tue;242;no
32;admin.;unmarried;university.degree;no;no;no;cellular;aug;fri;121;no
59;housemaid;married;basic.4y;no;no;no;telephone;oct;tue;2187;no
27;admin.;unmarried;university.degree;no;no;no;cellular;apr;thu;523;yes
28;technician;unmarried;university.degree;no;no;no;telephone;may;fri;193;no
34;blue-collar;married;basic.9y;no;no;no;cellular;may;fri;423;yes
30;admin.;unmarried;university.degree;no;yes;no;telephone;may;mon;255;no
27;blue-collar;unmarried;basic.9y;no;yes;no;telephone;may;fri;168;no
25;student;unmarried;high.school;no;no;no;telephone;sep;mon;185;yes
28;blue-collar;married;basic.4y;no;no;no;cellular;jul;thu;196;no
50;housemaid;married;basic.4y;no;no;no;cellular;nov;tue;109;no
34;self-employed;married;university.degree;no;no;no;cellular;oct;wed;201;yes
43;management;married;university.degree;no;yes;no;cellular;may;wed;124;no
34;blue-collar;married;basic.9y;no;yes;yes;cellular;nov;tue;133;no
30;technician;unmarried;university.degree;no;yes;no;telephone;jun;wed;263;yes
31;admin.;unmarried;university.degree;no;yes;yes;cellular;jul;tue;368;no
48;admin.;married;university.degree;no;no;no;cellular;nov;fri;61;no
54;admin.;married;university.degree;no;no;no;telephone;jun;wed;288;no
36;admin.;married;university.degree;no;yes;no;cellular;may;fri;334;no
82;retired;unmarried;basic.4y;no;yes;yes;cellular;apr;mon;125;yes
35;management;married;high.school;no;yes;no;telephone;jun;thu;405;no
30;admin.;unmarried;high.school;no;no;no;telephone;jul;mon;177;no
34;self-employed;unmarried;university.degree;no;yes;no;telephone;apr;tue;118;no
36;blue-collar;married;basic.9y;no;yes;yes;cellular;apr;tue;99;no
58;admin.;unmarried;high.school;no;no;no;telephone;oct;thu;81;no
31;services;married;high.school;no;yes;no;cellular;nov;fri;202;no
50;admin.;married;university.degree;no;yes;no;cellular;jul;thu;567;yes
23;blue-collar;unmarried;high.school;no;yes;no;cellular;jul;wed;830;yes
19;student;unmarried;basic.9y;no;yes;no;cellular;apr;tue;299;yes
38;blue-collar;married;basic.6y;no;no;no;cellular;jul;wed;179;no
29;technician;unmarried;professional.course;no;no;yes;cellular;jul;tue;178;yes
41;admin.;unmarried;university.degree;no;yes;no;cellular;mar;fri;376;yes
28;admin.;unmarried;university.degree;no;no;no;cellular;oct;mon;225;yes
33;services;married;basic.6y;no;yes;no;telephone;may;thu;148;no
28;admin.;unmarried;university.degree;no;yes;no;cellular;aug;mon;340;yes
39;admin.;unmarried;high.school;no;yes;yes;cellular;apr;mon;55;no
33;services;married;high.school;no;yes;no;cellular;may;tue;737;yes
57;admin.;married;university.degree;no;yes;no;cellular;jun;mon;161;no
49;services;married;high.school;no;no;no;cellular;may;thu;67;no
34;technician;unmarried;university.degree;no;no;no;cellular;sep;fri;285;yes
32;admin.;married;university.degree;no;yes;no;cellular;nov;wed;236;no
36;admin.;married;university.degree;no;yes;no;cellular;aug;wed;129;no
29;housemaid;married;university.degree;no;yes;no;cellular;aug;mon;155;no
32;admin.;unmarried;professional.course;no;yes;yes;cellular;may;thu;1046;yes
54;retired;married;basic.4y;no;yes;no;cellular;apr;fri;840;yes
29;technician;unmarried;professional.course;no;no;no;cellular;aug;mon;356;no
36;admin.;unmarried;university.degree;no;yes;no;cellular;jul;thu;10;no
29;admin.;unmarried;high.school;no;yes;no;cellular;jun;mon;295;yes
58;services;married;basic.4y;no;no;no;telephone;jun;thu;75;no
33;blue-collar;unmarried;basic.4y;no;no;no;cellular;may;tue;313;no
34;technician;unmarried;university.degree;no;yes;no;telephone;aug;thu;313;no
40;services;married;high.school;no;yes;no;cellular;apr;thu;124;no
29;student;unmarried;high.school;no;yes;no;cellular;nov;thu;670;yes
20;student;unmarried;high.school;no;yes;yes;cellular;jul;tue;136;no
34;services;married;professional.course;no;yes;yes;cellular;may;mon;275;no
52;admin.;married;university.degree;no;yes;no;telephone;apr;thu;327;no
52;blue-collar;married;basic.9y;no;no;no;cellular;jul;mon;116;no
56;blue-collar;married;professional.course;no;yes;no;telephone;may;mon;621;yes
31;technician;unmarried;professional.course;no;yes;no;cellular;aug;thu;360;no
43;entrepreneur;married;university.degree;no;no;no;cellular;sep;mon;255;yes
39;self-employed;married;university.degree;no;no;no;cellular;jul;fri;356;no
28;admin.;married;high.school;no;no;no;cellular;may;fri;35;no
43;technician;married;professional.course;no;no;no;telephone;jun;thu;112;no
29;management;unmarried;university.degree;no;no;no;telephone;may;fri;118;no
53;management;unmarried;university.degree;no;no;no;cellular;apr;thu;198;no
36;services;unmarried;basic.4y;no;no;no;telephone;may;mon;291;no
44;blue-collar;unmarried;basic.6y;no;no;yes;telephone;may;tue;73;no
52;admin.;unmarried;university.degree;no;yes;no;cellular;aug;fri;436;no
53;admin.;married;basic.9y;no;no;no;telephone;jun;tue;116;no
34;admin.;married;university.degree;no;yes;no;cellular;aug;thu;248;no
38;entrepreneur;married;basic.9y;no;no;no;cellular;nov;thu;158;no
42;blue-collar;unmarried;basic.9y;no;yes;no;cellular;nov;mon;191;no
32;blue-collar;married;basic.6y;no;yes;no;cellular;may;mon;146;no
66;admin.;unmarried;university.degree;no;yes;no;cellular;aug;wed;222;yes
35;admin.;married;university.degree;no;yes;no;telephone;may;mon;355;no
45;housemaid;unmarried;basic.4y;no;yes;no;cellular;sep;mon;219;yes
26;admin.;unmarried;university.degree;no;yes;no;telephone;sep;thu;4;no
38;blue-collar;unmarried;basic.9y;no;no;no;telephone;may;thu;73;no
34;technician;married;professional.course;no;no;no;telephone;may;tue;185;no
51;admin.;married;basic.9y;no;no;yes;cellular;nov;tue;515;no
36;management;married;university.degree;no;no;no;cellular;jun;tue;265;yes
31;blue-collar;married;basic.6y;no;yes;yes;cellular;jul;fri;69;no
26;student;unmarried;high.school;no;yes;no;cellular;aug;wed;233;yes
38;technician;unmarried;professional.course;no;yes;no;telephone;may;thu;1093;yes
49;technician;married;university.degree;no;no;no;cellular;jul;mon;147;no
35;admin.;unmarried;high.school;no;no;no;cellular;may;thu;923;yes
33;blue-collar;unmarried;high.school;no;no;no;cellular;mar;wed;278;yes
35;technician;unmarried;professional.course;no;yes;no;telephone;jun;thu;312;no
34;admin.;married;university.degree;no;yes;no;cellular;aug;wed;147;no
36;technician;unmarried;professional.course;no;no;no;cellular;aug;mon;209;no
44;technician;unmarried;professional.course;no;yes;yes;telephone;may;tue;139;no
53;admin.;married;high.school;no;no;no;telephone;jun;tue;177;no
48;housemaid;married;basic.9y;no;yes;no;cellular;aug;tue;155;no
45;unemployed;married;university.degree;no;no;no;telephone;may;tue;550;no
35;admin.;unmarried;basic.9y;no;no;no;cellular;apr;mon;91;no
25;admin.;unmarried;high.school;no;no;no;cellular;may;fri;682;yes
32;technician;unmarried;university.degree;no;no;yes;cellular;aug;thu;65;no
38;technician;married;professional.course;no;yes;no;telephone;may;fri;122;no
56;entrepreneur;married;university.degree;no;yes;no;cellular;apr;thu;266;yes
59;housemaid;married;basic.4y;no;yes;no;telephone;may;wed;181;no
36;technician;unmarried;basic.9y;no;no;no;telephone;jul;wed;119;no
52;admin.;married;high.school;no;yes;no;cellular;nov;wed;210;no
54;technician;unmarried;university.degree;no;yes;no;cellular;may;thu;333;no
29;admin.;unmarried;university.degree;no;no;no;cellular;aug;mon;122;no
30;technician;unmarried;professional.course;no;no;no;cellular;jun;thu;137;yes
37;admin.;married;university.degree;no;yes;no;telephone;may;thu;72;no
55;admin.;married;high.school;no;no;no;telephone;jul;wed;229;yes
66;retired;married;basic.4y;no;yes;no;cellular;mar;tue;229;yes
38;management;unmarried;university.degree;no;yes;no;cellular;jul;tue;543;no
43;technician;unmarried;professional.course;no;no;no;cellular;aug;tue;165;no
36;technician;married;professional.course;no;no;yes;cellular;apr;fri;239;no
27;blue-collar;unmarried;basic.9y;no;yes;no;cellular;jul;thu;818;no
35;services;married;high.school;no;yes;no;cellular;jul;tue;110;no
34;self-employed;unmarried;university.degree;no;yes;yes;cellular;may;mon;309;no
32;admin.;unmarried;high.school;no;no;no;cellular;aug;tue;243;no
44;technician;married;high.school;no;no;no;cellular;jul;wed;92;no
42;services;unmarried;high.school;no;yes;yes;cellular;may;thu;874;yes
24;admin.;unmarried;high.school;no;yes;no;cellular;jul;thu;725;yes
24;student;unmarried;university.degree;no;yes;no;cellular;may;thu;362;no
35;technician;married;professional.course;no;yes;no;cellular;aug;tue;333;no
30;technician;married;university.degree;no;yes;no;telephone;may;fri;193;no
60;retired;unmarried;professional.course;no;yes;no;cellular;apr;thu;968;yes
37;admin.;unmarried;university.degree;no;yes;no;cellular;mar;thu;194;no
27;admin.;unmarried;high.school;no;yes;no;telephone;jun;wed;193;no
33;management;married;university.degree;no;yes;no;cellular;jul;tue;429;yes
58;management;unmarried;university.degree;no;yes;no;cellular;nov;mon;48;no
56;retired;married;basic.4y;no;yes;no;cellular;jun;wed;337;yes
35;technician;married;university.degree;no;no;no;cellular;nov;thu;1145;no
29;technician;unmarried;professional.course;no;no;no;cellular;nov;fri;1480;yes
37;admin.;married;basic.9y;no;yes;no;telephone;jun;thu;209;no
32;admin.;unmarried;university.degree;no;yes;no;cellular;aug;wed;46;no
52;retired;unmarried;university.degree;no;yes;yes;cellular;aug;thu;155;yes
50;admin.;unmarried;basic.9y;no;no;no;cellular;jul;mon;47;no
55;blue-collar;unmarried;basic.9y;no;yes;no;cellular;nov;thu;97;no
39;self-employed;married;professional.course;no;no;yes;cellular;apr;tue;389;no
58;retired;unmarried;basic.4y;no;no;no;telephone;aug;tue;34;no
33;admin.;married;university.degree;no;yes;no;cellular;aug;fri;576;yes
41;self-employed;married;university.degree;no;yes;no;cellular;aug;mon;113;no
68;retired;unmarried;high.school;no;yes;yes;cellular;jul;wed;340;yes
48;admin.;unmarried;high.school;no;yes;no;cellular;nov;mon;309;no
24;admin.;unmarried;high.school;no;no;no;cellular;jun;thu;352;yes
42;blue-collar;unmarried;basic.6y;no;yes;no;cellular;may;wed;16;no
42;housemaid;married;high.school;no;yes;no;cellular;jul;mon;424;no
40;technician;married;professional.course;no;yes;no;telephone;nov;tue;33;no
55;admin.;unmarried;university.degree;no;yes;no;cellular;apr;wed;952;yes
41;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;wed;597;yes
55;admin.;married;high.school;no;no;no;telephone;oct;mon;317;no
71;retired;married;basic.4y;no;yes;no;cellular;aug;fri;125;yes
39;services;unmarried;high.school;no;yes;no;telephone;may;tue;90;no
27;admin.;unmarried;university.degree;no;no;no;cellular;sep;thu;167;yes
28;admin.;married;high.school;no;no;no;cellular;jul;wed;419;no
44;blue-collar;unmarried;basic.4y;no;no;no;telephone;may;wed;381;no
35;technician;unmarried;professional.course;no;no;no;cellular;may;fri;354;yes
37;technician;unmarried;professional.course;no;no;no;cellular;aug;tue;65;no
60;admin.;married;university.degree;no;yes;no;cellular;may;mon;1602;yes
37;technician;married;university.degree;no;no;no;cellular;aug;thu;716;yes
25;services;unmarried;high.school;no;yes;no;cellular;may;thu;239;no
35;technician;unmarried;professional.course;no;yes;no;cellular;nov;thu;192;yes
41;blue-collar;married;basic.6y;no;no;no;telephone;may;tue;592;no
40;technician;married;professional.course;no;yes;no;cellular;nov;tue;130;no
46;housemaid;married;basic.4y;no;no;no;telephone;may;tue;788;no
39;services;married;university.degree;no;no;no;cellular;apr;thu;237;yes
41;blue-collar;married;basic.4y;no;yes;no;telephone;may;mon;211;no
44;blue-collar;unmarried;basic.4y;no;yes;no;telephone;jun;mon;76;no
25;services;unmarried;high.school;no;no;no;cellular;may;thu;646;yes
33;admin.;unmarried;university.degree;no;yes;no;cellular;may;fri;396;yes
50;blue-collar;unmarried;basic.4y;no;yes;no;telephone;jun;wed;30;no
47;admin.;married;high.school;no;no;no;cellular;nov;fri;21;no
31;admin.;unmarried;high.school;no;yes;no;cellular;nov;fri;59;no
38;admin.;unmarried;university.degree;no;no;yes;telephone;jun;wed;90;no
40;technician;married;basic.9y;no;yes;no;cellular;nov;mon;414;no
44;services;married;high.school;no;no;no;cellular;jul;mon;190;no
63;retired;married;professional.course;no;yes;yes;cellular;may;mon;444;yes
81;retired;unmarried;basic.4y;no;yes;no;cellular;dec;fri;166;yes
28;admin.;unmarried;university.degree;no;no;no;cellular;mar;thu;237;yes
25;blue-collar;unmarried;basic.9y;no;yes;yes;telephone;jun;thu;112;no
25;services;unmarried;high.school;no;yes;yes;cellular;jun;thu;437;yes
32;management;married;high.school;no;yes;no;telephone;may;mon;132;no
41;admin.;unmarried;university.degree;no;yes;no;cellular;nov;mon;479;no
31;admin.;married;university.degree;no;no;no;cellular;aug;mon;119;no
31;admin.;unmarried;university.degree;no;yes;no;cellular;aug;mon;239;yes
36;management;married;university.degree;no;yes;no;cellular;jun;thu;156;yes
58;admin.;married;university.degree;no;yes;no;cellular;jul;tue;275;no
32;admin.;married;university.degree;no;yes;yes;cellular;aug;wed;224;no
35;admin.;unmarried;high.school;no;yes;yes;cellular;may;mon;130;no
32;services;married;high.school;no;no;no;cellular;aug;tue;363;no
47;blue-collar;married;high.school;no;yes;no;cellular;may;fri;181;no
35;blue-collar;married;high.school;no;yes;no;telephone;jun;tue;54;no
28;services;unmarried;high.school;no;no;no;telephone;may;wed;397;no
26;management;unmarried;university.degree;no;yes;no;cellular;nov;mon;112;no
24;technician;unmarried;professional.course;no;no;no;cellular;jun;tue;227;yes
50;admin.;married;university.degree;no;no;no;telephone;jun;thu;77;no
41;technician;married;professional.course;no;no;no;cellular;oct;thu;173;no
30;admin.;unmarried;university.degree;no;no;no;cellular;jun;tue;482;yes
31;technician;unmarried;university.degree;no;yes;no;cellular;nov;wed;143;no
56;retired;married;university.degree;no;yes;no;cellular;jun;wed;252;no
57;admin.;unmarried;basic.9y;no;yes;no;cellular;jul;wed;158;no
53;technician;married;high.school;no;yes;no;cellular;aug;wed;78;no
33;blue-collar;unmarried;basic.4y;no;yes;no;cellular;oct;fri;146;no
31;admin.;married;high.school;no;yes;no;cellular;jul;thu;627;yes
53;management;married;university.degree;no;yes;no;cellular;may;wed;92;no
57;blue-collar;unmarried;basic.4y;no;no;no;cellular;jun;mon;233;no
43;housemaid;married;basic.4y;no;no;no;cellular;nov;fri;165;no
35;admin.;married;high.school;no;yes;no;cellular;may;wed;43;no
81;retired;married;basic.4y;no;yes;no;cellular;sep;fri;210;yes
59;technician;married;professional.course;no;yes;no;telephone;may;fri;1438;no
32;admin.;unmarried;university.degree;no;no;yes;cellular;jul;thu;1027;yes
34;admin.;unmarried;university.degree;no;yes;no;cellular;aug;thu;377;yes
40;technician;married;professional.course;no;no;no;telephone;may;tue;191;no
35;admin.;unmarried;high.school;no;yes;no;cellular;nov;tue;106;no
31;admin.;unmarried;high.school;no;no;no;telephone;may;tue;35;no
47;admin.;unmarried;high.school;no;yes;no;cellular;may;mon;911;yes
29;services;unmarried;high.school;no;yes;no;telephone;may;thu;430;no
48;admin.;married;university.degree;no;yes;yes;cellular;nov;fri;89;no
31;services;married;basic.6y;no;no;no;telephone;jun;mon;92;no
30;admin.;unmarried;professional.course;no;yes;yes;cellular;jul;thu;9;no
35;self-employed;unmarried;university.degree;no;no;no;cellular;jul;wed;157;no
30;blue-collar;married;basic.4y;no;no;no;cellular;may;thu;208;no
29;services;unmarried;high.school;no;yes;yes;cellular;may;thu;10;no
33;technician;unmarried;university.degree;no;no;no;cellular;nov;fri;64;no
44;management;married;university.degree;no;no;no;telephone;may;wed;51;no
31;admin.;unmarried;professional.course;no;yes;no;cellular;mar;tue;292;yes
35;admin.;unmarried;university.degree;no;no;no;telephone;may;wed;104;no
25;admin.;married;university.degree;no;no;no;cellular;mar;fri;243;yes
33;services;unmarried;university.degree;no;yes;no;cellular;oct;mon;252;yes
32;services;unmarried;high.school;no;no;no;telephone;may;fri;557;no
32;technician;unmarried;university.degree;no;no;no;cellular;jul;wed;61;no
46;management;married;high.school;no;no;no;cellular;nov;fri;79;no
48;blue-collar;married;basic.6y;no;yes;no;cellular;may;wed;122;no
31;blue-collar;married;basic.6y;no;yes;no;cellular;may;wed;1279;yes
36;admin.;unmarried;high.school;no;no;no;cellular;nov;wed;424;no
43;technician;married;professional.course;no;no;no;cellular;sep;tue;293;yes
47;management;married;university.degree;no;yes;yes;cellular;nov;thu;109;no
34;admin.;married;high.school;no;no;no;telephone;jun;tue;83;no
54;admin.;unmarried;university.degree;no;no;no;telephone;may;wed;1689;yes
44;technician;married;professional.course;no;yes;no;cellular;nov;tue;75;no
35;technician;unmarried;professional.course;no;no;yes;cellular;jul;thu;346;no
50;blue-collar;unmarried;professional.course;no;yes;no;cellular;nov;fri;102;no
40;services;married;basic.6y;no;no;no;cellular;nov;thu;215;no
42;technician;unmarried;professional.course;no;yes;yes;cellular;aug;tue;158;no
48;admin.;married;high.school;no;yes;no;cellular;jul;thu;903;yes
35;admin.;unmarried;university.degree;no;yes;no;telephone;aug;thu;338;yes
47;retired;married;basic.4y;no;no;no;telephone;jul;tue;484;no
47;technician;unmarried;professional.course;no;yes;no;cellular;jul;mon;365;yes
35;technician;unmarried;professional.course;no;yes;no;telephone;nov;fri;160;yes
36;technician;married;professional.course;no;no;no;telephone;jun;wed;183;no
25;admin.;unmarried;high.school;no;no;no;cellular;jun;mon;95;no
32;blue-collar;unmarried;basic.9y;no;yes;no;telephone;may;tue;179;no
36;management;married;university.degree;no;no;no;cellular;mar;thu;148;yes
41;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1240;yes
58;retired;unmarried;basic.9y;no;yes;no;telephone;nov;mon;248;yes
27;admin.;unmarried;university.degree;no;yes;no;cellular;jun;fri;266;yes
46;services;married;professional.course;no;no;no;telephone;jun;tue;75;no
58;admin.;married;high.school;no;yes;no;cellular;may;wed;309;yes
44;blue-collar;married;basic.9y;no;no;no;cellular;may;thu;315;no
33;technician;married;professional.course;no;yes;no;telephone;may;mon;349;no
34;technician;married;university.degree;no;yes;no;cellular;may;thu;69;no
24;admin.;married;high.school;no;yes;no;cellular;may;thu;118;no
33;blue-collar;married;high.school;no;yes;no;cellular;may;tue;787;yes
23;student;unmarried;basic.9y;no;no;no;cellular;may;fri;145;no
38;admin.;married;high.school;no;no;no;cellular;aug;wed;289;yes
33;self-employed;unmarried;basic.9y;no;yes;no;telephone;may;tue;355;no
59;retired;married;professional.course;no;yes;no;cellular;jun;wed;68;no
31;management;unmarried;university.degree;no;yes;no;cellular;may;mon;125;no
47;services;married;high.school;no;yes;no;cellular;apr;wed;636;yes
35;technician;married;professional.course;no;yes;no;cellular;apr;fri;86;no
32;admin.;unmarried;high.school;no;yes;yes;cellular;apr;wed;120;no
39;blue-collar;married;high.school;no;yes;no;telephone;may;fri;101;no
27;admin.;married;high.school;no;yes;no;telephone;may;tue;210;no
37;admin.;married;high.school;no;no;no;telephone;may;fri;80;no
55;admin.;married;high.school;no;yes;no;telephone;may;fri;188;no
46;blue-collar;married;professional.course;no;no;no;telephone;may;wed;247;no
28;admin.;married;high.school;no;yes;no;cellular;may;wed;1073;yes
52;housemaid;unmarried;university.degree;no;no;no;cellular;jul;thu;188;no
29;housemaid;married;high.school;no;no;no;cellular;nov;thu;99;no
31;services;unmarried;high.school;no;yes;no;telephone;jul;thu;42;no
22;student;unmarried;high.school;no;no;yes;cellular;jul;wed;349;no
54;retired;married;high.school;no;yes;yes;telephone;jul;tue;1992;no
28;services;married;high.school;no;no;yes;cellular;jul;tue;378;no
26;self-employed;unmarried;university.degree;no;no;no;cellular;may;wed;78;no
36;technician;married;professional.course;no;no;no;cellular;aug;mon;663;yes
29;blue-collar;unmarried;basic.9y;no;no;yes;cellular;oct;wed;107;yes
26;self-employed;married;high.school;no;yes;yes;cellular;may;thu;181;no
34;admin.;married;university.degree;no;no;yes;cellular;may;mon;73;no
37;technician;married;university.degree;no;yes;no;telephone;may;thu;240;no
58;unemployed;unmarried;high.school;no;no;no;cellular;jul;mon;377;no
54;unemployed;married;basic.9y;no;no;no;telephone;jun;fri;8;no
48;management;married;university.degree;no;no;no;cellular;oct;wed;81;yes
36;admin.;unmarried;high.school;no;yes;yes;cellular;apr;fri;299;no
55;technician;unmarried;professional.course;no;no;no;cellular;jul;tue;71;no
46;self-employed;married;basic.4y;no;yes;yes;cellular;nov;tue;162;no
34;services;married;high.school;no;yes;no;telephone;may;wed;276;no
55;technician;married;university.degree;no;no;no;telephone;jun;tue;126;no
51;services;married;high.school;no;no;no;cellular;may;tue;1267;yes
31;services;married;high.school;no;no;no;telephone;may;mon;102;no
30;admin.;married;university.degree;no;no;no;cellular;jun;tue;250;yes
56;retired;married;university.degree;no;no;no;cellular;aug;tue;634;yes
24;services;unmarried;high.school;no;no;no;telephone;jul;wed;61;no
20;entrepreneur;unmarried;high.school;no;no;no;telephone;may;fri;217;no
31;blue-collar;unmarried;basic.4y;no;no;yes;cellular;nov;wed;125;no
47;self-employed;married;university.degree;no;yes;no;cellular;aug;tue;146;no
78;retired;married;basic.4y;no;yes;no;telephone;apr;tue;137;yes
32;admin.;unmarried;university.degree;no;no;no;cellular;aug;wed;823;yes
44;admin.;married;high.school;no;yes;no;cellular;aug;fri;111;no
80;retired;unmarried;basic.4y;no;yes;no;cellular;apr;thu;234;no
38;admin.;unmarried;university.degree;no;no;no;cellular;jul;tue;232;no
58;retired;unmarried;professional.course;no;no;no;cellular;jul;wed;85;no
41;services;married;university.degree;no;yes;no;telephone;may;tue;336;no
31;technician;unmarried;professional.course;no;yes;no;telephone;may;tue;198;no
39;admin.;married;university.degree;no;yes;no;cellular;aug;mon;57;no
34;housemaid;unmarried;basic.6y;no;no;no;telephone;may;fri;243;no
28;admin.;married;university.degree;no;no;no;cellular;jul;mon;140;no
33;housemaid;unmarried;professional.course;no;yes;no;cellular;aug;thu;321;no
30;blue-collar;married;basic.9y;no;no;yes;telephone;may;mon;535;no
36;admin.;unmarried;university.degree;no;yes;yes;cellular;sep;fri;157;no
29;admin.;married;university.degree;no;no;no;cellular;may;wed;101;no
51;housemaid;married;basic.4y;no;no;no;cellular;jul;wed;145;no
33;admin.;unmarried;university.degree;no;no;no;telephone;nov;thu;36;no
56;technician;unmarried;basic.6y;no;yes;no;cellular;jul;mon;120;no
42;unemployed;unmarried;high.school;no;yes;no;cellular;nov;wed;166;no
24;admin.;unmarried;university.degree;no;yes;no;cellular;apr;thu;342;yes
50;technician;married;high.school;no;no;no;telephone;may;wed;224;no
50;services;married;high.school;no;no;no;cellular;jul;tue;301;no
35;management;married;university.degree;no;no;no;cellular;nov;mon;146;no
55;technician;married;professional.course;no;yes;no;telephone;may;thu;166;no
54;technician;married;high.school;no;no;no;telephone;jun;fri;204;no
31;admin.;married;university.degree;no;no;no;cellular;aug;fri;880;yes
24;student;unmarried;high.school;no;yes;yes;cellular;aug;fri;44;no
58;admin.;married;university.degree;no;yes;yes;cellular;may;mon;353;yes
36;unemployed;married;professional.course;no;yes;no;cellular;apr;thu;835;no
36;admin.;unmarried;high.school;no;no;no;telephone;may;tue;138;no
32;technician;unmarried;professional.course;no;yes;no;cellular;aug;wed;499;no
33;technician;married;basic.9y;no;yes;no;telephone;may;mon;315;no
46;blue-collar;married;basic.9y;no;yes;no;cellular;aug;wed;124;no
55;retired;married;high.school;no;yes;yes;cellular;jul;tue;394;no
26;technician;unmarried;university.degree;no;no;no;cellular;jun;tue;437;yes
46;management;married;basic.9y;no;no;no;telephone;may;mon;128;no
29;admin.;married;university.degree;no;no;no;cellular;dec;mon;77;no
34;technician;married;professional.course;no;yes;no;cellular;jul;wed;84;no
74;retired;unmarried;high.school;no;yes;yes;telephone;dec;mon;88;no
29;admin.;unmarried;university.degree;no;no;no;telephone;jun;mon;1055;yes
61;retired;married;basic.9y;no;yes;no;telephone;aug;fri;176;no
30;technician;married;professional.course;no;no;no;telephone;may;tue;252;no
35;technician;unmarried;professional.course;no;yes;no;cellular;jul;mon;154;no
37;admin.;unmarried;high.school;no;yes;no;cellular;jul;mon;291;no
68;retired;married;university.degree;no;no;no;cellular;mar;wed;201;yes
66;housemaid;married;basic.4y;no;no;yes;cellular;jul;tue;296;no
48;admin.;unmarried;university.degree;no;no;no;cellular;jul;mon;472;no
41;technician;married;university.degree;no;yes;no;cellular;aug;mon;101;no
48;blue-collar;married;basic.9y;no;no;no;cellular;aug;wed;296;yes
24;admin.;unmarried;high.school;no;yes;yes;cellular;jul;wed;100;no
57;services;unmarried;high.school;no;yes;no;telephone;may;wed;72;no
30;blue-collar;married;high.school;no;yes;yes;cellular;nov;thu;2453;yes
48;management;married;basic.9y;no;yes;no;cellular;may;tue;393;no
29;admin.;married;university.degree;no;yes;no;cellular;apr;wed;350;yes
33;admin.;married;university.degree;no;yes;no;cellular;apr;wed;355;yes
31;blue-collar;married;basic.6y;no;no;no;cellular;aug;tue;132;no
41;admin.;unmarried;high.school;no;yes;no;telephone;nov;thu;234;yes
34;admin.;unmarried;university.degree;no;no;no;cellular;nov;fri;161;no
25;admin.;unmarried;high.school;no;no;no;cellular;jul;tue;313;no
50;blue-collar;unmarried;professional.course;no;yes;no;cellular;nov;mon;742;yes
28;technician;unmarried;university.degree;no;yes;no;cellular;may;tue;326;yes
28;management;unmarried;university.degree;no;yes;no;cellular;jun;thu;1161;yes
58;unemployed;married;basic.9y;no;yes;no;cellular;apr;thu;229;yes
38;services;unmarried;high.school;no;yes;yes;cellular;may;thu;456;yes
27;admin.;unmarried;high.school;no;no;no;cellular;jul;thu;113;no
41;blue-collar;married;basic.4y;no;no;no;telephone;may;thu;404;no
80;retired;unmarried;basic.4y;no;yes;no;telephone;apr;wed;403;yes
36;technician;unmarried;professional.course;no;yes;no;cellular;aug;mon;62;no
35;services;unmarried;high.school;no;no;no;cellular;may;wed;281;no
53;self-employed;married;basic.4y;no;no;no;cellular;nov;tue;505;no
33;management;unmarried;university.degree;no;no;no;telephone;may;mon;14;no
47;blue-collar;unmarried;basic.4y;no;no;no;telephone;jun;mon;140;no
50;admin.;married;university.degree;no;yes;no;cellular;apr;fri;160;yes
47;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;224;no
30;admin.;unmarried;university.degree;no;yes;no;telephone;jul;tue;399;no
